rating,shown,time,price,address,subway,minutes_to_subway,rooms,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,sqmeter_price
,,22-июля-в-01:08,6900000,"Санкт-Петербург, пр-т Культуры, 15к2",Гражданский проспект,31,2,44.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442m_15et._2490151862,1,5,156818.0
,,22-июля-в-00:22,8000000,"Санкт-Петербург, пр-т Стачек, 85к1",Автово,15,2,43.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_439m_29et._2489726704,2,9,186046.0
,,21-июля-в-23:52,8150000,"Санкт-Петербург, Будапештская ул., 106к2",Дунайская,15,2,50.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503m_29et._2481207392,2,9,163000.0
,,21-июля-в-22:58,8300000,"Санкт-Петербург, ул. Беринга, 8",Приморская,30,2,44.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_15et._2434374629,1,5,188636.0
,,21-июля-в-22:43,8950000,"Санкт-Петербург, ул. Генерала Симоняка, 8к1",Проспект Ветеранов,31,3,62.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_628m_49et._2508809999,4,9,144354.0
,,21-июля-в-22:39,9300000,"Санкт-Петербург, Среднеохтинский пр-т, 5",Новочеркасская,30,3,55.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_556m_45et._2451363468,4,5,169090.0
,,21-июля-в-22:36,7200000,"Санкт-Петербург, Товарищеский пр-т, 4",Проспект Большевиков,15,3,51.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_514m_19et._2428698120,1,9,141176.0
,,21-июля-в-22:21,7300000,"Санкт-Петербург, ул. Коллонтай, 21к4",Проспект Большевиков,10,2,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_49et._2455527732,4,9,162222.0
,,21-июля-в-22:18,8850000,"Санкт-Петербург, ул. Ивана Фомина, 7к1",Проспект Просвещения,15,2,47.0,нет,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_471m_29et._2490072814,2,9,188297.0
,,21-июля-в-22:17,8600000,"Санкт-Петербург, ул. Софьи Ковалевской, 3к3",Академическая,15,2,45.0,балкон,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2338847029,3,5,191111.0
,,21-июля-в-22:13,6500000,"Санкт-Петербург, Полюстровский пр-т, 23",Площадь Ленина,31,2,46.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_35et._2374684194,3,5,141304.0
,,21-июля-в-22:06,6850000,"Санкт-Петербург, пр-т Маршала Блюхера, 38к2",Академическая,31,2,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_25et._2431347983,2,5,155681.0
,,21-июля-в-21:47,8950000,"Санкт-Петербург, Звёздная ул., 14",Звёздная,15,2,48.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_482m_79et._2447071220,7,9,186458.0
,,21-июля-в-21:44,9190000,"Санкт-Петербург, аллея Евгения Шварца, 11",Девяткино,30,2,60.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_1024et._2254339211,10,24,153166.0
,,21-июля-в-21:33,9999999,"Санкт-Петербург, Сиреневый б-р, 22/26",Проспект Просвещения,30,3,57.0,лоджия,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_576m_29et._2394686450,2,9,175438.0
,,21-июля-в-21:32,8500000,"Санкт-Петербург, Русановская ул., 19к1",Обухово,31,2,52.0,балкон,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_529m_910et._2497138761,9,10,163461.0
,,21-июля-в-20:57,9970000,"Санкт-Петербург, Заозёрная ул., 3",Фрунзенская,10,2,60.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_609m_16et._2460007413,1,6,166166.0
,,21-июля-в-20:57,9970000,"Санкт-Петербург, Заозёрная ул., 3",Фрунзенская,10,2,60.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_609m_16et._2460007413,1,6,166166.0
,,21-июля-в-20:22,9700000,"Санкт-Петербург, Коломяжский пр-т, 15к1",Пионерская,5,2,34.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_346m_525et._2463841041,5,25,285294.0
,,21-июля-в-20:21,8990000,"Санкт-Петербург, Будапештская ул., 69к2",Проспект Славы,30,3,60.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_608m_19et._2417586935,1,9,149833.0
,,21-июля-в-19:24,7800000,"Санкт-Петербург, Колпинский р-н, пос. Металлострой, Железнодорожная ул., 9",Рыбацкое,31,3,75.0,нет,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_758m_13et._2234172390,1,3,104000.0
,,21-июля-в-18:53,8800000,"Санкт-Петербург, Караваевская ул., 10к1",Рыбацкое,15,2,54.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_548m_89et._2424542469,8,9,162962.0
,,21-июля-в-18:46,8750000,"Санкт-Петербург, ул. Турку, 11к1",Международная,10,3,69.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_69m_19et._2460930449,1,9,126811.0
,,21-июля-в-18:28,6500000,"Санкт-Петербург, пр-т Космонавтов, 80",Звёздная,15,2,42.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_15et._2480867642,1,5,154761.0
,,21-июля-в-18:22,9400000,"Санкт-Петербург, пр-т Стачек, 103к1",Проспект Ветеранов,30,3,61.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_612m_59et._2483969803,5,9,154098.0
,,21-июля-в-18:21,9900000,"Санкт-Петербург, Богатырский пр-т, 30к1",Комендантский проспект,30,3,65.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_659m_1116et._2406022668,11,16,152307.0
,,21-июля-в-17:53,5750000,"Санкт-Петербург, Трамвайный пр-т, 21к2",Ленинский проспект,5,3,41.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_416m_45et._2520240851,4,5,140243.0
,,21-июля-в-17:53,9200000,"Санкт-Петербург, Бухарестская ул., 11",Бухарестская,10,3,62.0,нет,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_623m_35et._2520011865,3,5,148387.0
,,21-июля-в-16:36,10000000,"Санкт-Петербург, Камышовая ул., 52к1",Беговая,31,2,54.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_548m_16et._2437412203,1,6,185185.0
,,21-июля-в-16:23,8498000,"Санкт-Петербург, Альпийский пер., 41",Проспект Славы,10,2,54.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_714et._2400637684,7,14,157370.0
,,21-июля-в-17:14,8700000,"Санкт-Петербург, пр-т Луначарского, 42к2",Проспект Просвещения,10,3,58.0,балкон,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_19et._2449489665,1,9,150000.0
,,21-июля-в-17:07,7200000,"Санкт-Петербург, ул. Маршала Захарова, 22к1",Проспект Ветеранов,31,2,54.0,лоджия,требует ремонта,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_543m_712et._2359290196,7,12,133333.0
,,21-июля-в-17:03,8500000,"Санкт-Петербург, Софийская ул., 55",Проспект Славы,30,2,44.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_89et._2486887493,8,9,193181.0
,,21-июля-в-17:02,9200000,"Санкт-Петербург, пр-т Науки, 4к1",Академическая,15,2,49.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_39et._2424421433,3,9,187755.0
,,21-июля-в-16:42,8280000,"Санкт-Петербург, ул. Генерала Симоняка, 7",Проспект Ветеранов,31,3,60.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_602m_49et._2078809572,4,9,138000.0
,,21-июля-в-16:23,8498000,"Санкт-Петербург, Альпийский пер., 41",Проспект Славы,10,2,54.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_714et._2400637684,7,14,157370.0
,,21-июля-в-16:08,6800000,"Санкт-Петербург, пр-т Ветеранов, 10",Проспект Ветеранов,10,3,41.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_418m_15et._2254103565,1,5,165853.0
,,21-июля-в-16:05,8790000,"Санкт-Петербург, Октябрьская наб., 122к2",Обухово,31,3,56.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_563m_25et._2491985419,2,5,156964.0
,,21-июля-в-16:00,6199999,"Санкт-Петербург, Замшина ул., 72",Площадь Мужества,31,2,45.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_35et._2442766727,3,5,137777.0
,,21-июля-в-15:57,8900000,"Санкт-Петербург, Индустриальный пр-т, 20к1",Ладожская,31,3,56.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_565m_49et._2464860620,4,9,158928.0
,,21-июля-в-15:38,9300000,"Санкт-Петербург, Литовская ул., 9",Выборгская,15,3,56.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_563m_45et._2279445039,4,5,166071.0
,,21-июля-в-15:33,7500000,"Санкт-Петербург, Чарушинская ул., 10",Гражданский проспект,31,2,52.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_521m_1225et._2478279375,12,25,144230.0
,,21-июля-в-15:27,8300000,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Вилеровский пер., 6",Купчино,31,2,56.0,балкон,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_563m_918et._2403716739,9,18,148214.0
,,21-июля-в-15:26,6800000,"Санкт-Петербург, пр-т Ветеранов, 1к1",Проспект Ветеранов,10,2,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_453m_19et._2537946655,1,9,151111.0
,,21-июля-в-15:26,9000000,"Санкт-Петербург, Тимуровская ул., 12",Гражданский проспект,30,3,60.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_89et._2344681199,8,9,150000.0
,,21-июля-в-14:56,8600000,"Санкт-Петербург, ул. Партизана Германа, 12",Проспект Ветеранов,31,3,59.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_592m_59et._2497672851,5,9,145762.0
,,21-июля-в-14:55,9499000,"Санкт-Петербург, Купчинская ул., 19к1",Купчино,20,3,58.0,"балкон, лоджия",косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_585m_59et._2398964276,5,9,163775.0
,,21-июля-в-14:43,9490000,"Санкт-Петербург, пр-т Космонавтов, 18к2",Парк Победы,30,2,44.0,лоджия,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_25et._2381224736,2,5,215681.0
,,21-июля-в-14:32,8900000,"Санкт-Петербург, Брестский б-р, 13",Проспект Ветеранов,31,2,63.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_635m_414et._2476533113,4,14,141269.0
,,21-июля-в-14:26,10000000,"Санкт-Петербург, Русановская ул., 18к6",Обухово,31,2,52.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_528m_1624et._2491587964,16,24,192307.0
,,21-июля-в-14:23,9990000,"Санкт-Петербург, пр-т Луначарского, 1к2",Озерки,15,3,68.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_688m_218et._2476036684,2,18,146911.0
,,21-июля-в-14:16,9800000,"Санкт-Петербург, Курляндская ул., 20",Балтийская,15,2,59.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_599m_56et._2362108744,5,6,166101.0
,,21-июля-в-14:15,10000000,"Санкт-Петербург, Бестужевская ул., 33к1",Площадь Мужества,31,2,58.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_583m_414et._2410235311,4,14,172413.0
,,21-июля-в-14:16,9800000,"Санкт-Петербург, Курляндская ул., 20",Балтийская,15,2,59.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_599m_56et._2362108744,5,6,166101.0
,,21-июля-в-14:15,10000000,"Санкт-Петербург, Бестужевская ул., 33к1",Площадь Мужества,31,2,58.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_583m_414et._2410235311,4,14,172413.0
,,21-июля-в-14:01,7500000,"Санкт-Петербург, ул. Белы Куна, 15к2",Международная,15,2,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448m_45et._2490362981,4,5,170454.0
,,21-июля-в-13:43,7700000,"Санкт-Петербург, Учебный пер., 6к1",Озерки,15,2,48.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_489m_39et._2382418427,3,9,160416.0
,,21-июля-в-13:27,6900000,"Санкт-Петербург, Краснопутиловская ул., 74",Московская,30,2,45.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452m_35et._2458810600,3,5,153333.0
,,21-июля-в-13:23,9700000,"Санкт-Петербург, Загребский б-р, 23к2",Дунайская,10,2,51.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_513m_79et._2500526383,7,9,190196.0
,,21-июля-в-13:17,9400000,"Санкт-Петербург, ул. Коллонтай, 19к3",Проспект Большевиков,10,2,47.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_471m_314et._2362428854,3,14,200000.0
,,21-июля-в-13:16,8200000,"Санкт-Петербург, пр-т Мечникова, 17",Площадь Мужества,31,3,60.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_25et._2491889031,2,5,136666.0
,,21-июля-в-13:12,5330000,"Санкт-Петербург, Тепловозная ул., 31",Рыбацкое,5,2,41.0,лоджия,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_41m_1017et._2449836010,10,17,130000.0
,,21-июля-в-13:04,6300000,"Санкт-Петербург, пр-т Ветеранов, 105",Проспект Ветеранов,31,2,48.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_48m_39et._2460825670,3,9,131250.0
,,21-июля-в-12:47,8700000,"Санкт-Петербург, Пейзажная ул., 16к1",Гражданский проспект,31,2,53.0,лоджия,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_2425et._2496502533,24,25,164150.0
,,21-июля-в-12:30,5800000,"Санкт-Петербург, Народная ул., 11",Ломоносовская,20,2,46.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_464m_15et._2438751289,1,5,126086.0
,,21-июля-в-12:23,8400000,"Санкт-Петербург, Гаврская ул., 11",Удельная,15,2,44.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_39et._2519847341,3,9,190909.0
,,21-июля-в-12:23,7700000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино, Привокзальная пл., 5Ак1",Девяткино,5,2,57.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_620et._1779724306,6,20,135087.0
,,21-июля-в-12:19,7250000,"Санкт-Петербург, Колпинский р-н, пос. Металлострой, ул. Богайчука, 22",Рыбацкое,31,2,51.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_35et._2487814516,3,5,142156.0
,,21-июля-в-12:15,6500000,"Санкт-Петербург, пр-т Славы, 10к5",Проспект Славы,20,2,45.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452m_15et._2472488843,1,5,144444.0
,,21-июля-в-12:06,9080000,"Санкт-Петербург, Ленинский пр-т, 110к1",Проспект Ветеранов,30,3,60.0,нет,требует ремонта,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_39et._2514558186,3,9,151333.0
,,21-июля-в-11:57,6650000,"Санкт-Петербург, ул. Партизана Германа, 35к1",Проспект Ветеранов,31,2,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_426m_35et._2476975621,3,5,158333.0
,,21-июля-в-11:41,7650000,"Санкт-Петербург, Петергофское ш., 11/21",Проспект Ветеранов,31,2,46.0,лоджия,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_29et._2410344203,2,9,166304.0
,,21-июля-в-11:34,8650000,"Санкт-Петербург, Пулковское ш., 42к9",Звёздная,31,2,54.0,лоджия,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_543m_115et._2412133458,1,15,160185.0
,,21-июля-в-11:29,8700000,"Санкт-Петербург, Старо-Петергофский пр-т, 41",Нарвская,5,3,51.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_51m_14et._2390367024,1,4,170588.0
,,21-июля-в-11:54,8300000,"Санкт-Петербург, ул. Вавиловых, 8к1",Академическая,15,2,50.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_89et._2347210067,8,9,166000.0
,,21-июля-в-11:41,7650000,"Санкт-Петербург, Петергофское ш., 11/21",Проспект Ветеранов,31,2,46.0,лоджия,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_29et._2410344203,2,9,166304.0
,,21-июля-в-11:34,8650000,"Санкт-Петербург, Пулковское ш., 42к9",Звёздная,31,2,54.0,лоджия,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_543m_115et._2412133458,1,15,160185.0
,,21-июля-в-11:29,8700000,"Санкт-Петербург, Старо-Петергофский пр-т, 41",Нарвская,5,3,51.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_51m_14et._2390367024,1,4,170588.0
,,21-июля-в-11:18,6290000,"Санкт-Петербург, пр-т Науки, 13к1",Политехническая,15,2,45.0,нет,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454m_25et._2456984536,2,5,139777.0
,,21-июля-в-10:57,9000000,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Новгородский пр-т, 2к1",Купчино,31,3,87.0,балкон,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_875m_1425et._2440619187,14,25,103448.0
,,21-июля-в-10:52,8900000,"Санкт-Петербург, ул. Седова, 104",Ломоносовская,15,3,61.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_616m_25et._2499890841,2,5,145901.0
,,21-июля-в-10:52,6450000,"Санкт-Петербург, Ключевая ул., 5",Площадь Мужества,31,2,46.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_463m_15et._2319458913,1,5,140217.0
,,21-июля-в-10:50,7800000,"Санкт-Петербург, ул. Подводника Кузьмина, 23",Проспект Ветеранов,15,2,46.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_465m_39et._2474847555,3,9,169565.0
,,21-июля-в-10:46,8250000,"Санкт-Петербург, ул. Ярослава Гашека, 2",Купчино,10,2,53.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_1214et._2429556349,12,14,155660.0
,,21-июля-в-10:25,8300000,"Санкт-Петербург, ул. Десантников, 28",Проспект Ветеранов,31,3,68.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_68m_69et._2497596279,6,9,122058.0
,,21-июля-в-10:09,10000000,"Санкт-Петербург, ул. Коллонтай, 23к2",Проспект Большевиков,10,2,55.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_557m_1012et._2433779749,10,12,181818.0
,,21-июля-в-09:46,9000000,"Санкт-Петербург, пер. Макаренко, 5",Технологический ин-т I,20,2,52.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_14et._2265845676,1,4,173076.0
,,21-июля-в-09:46,9900000,"Санкт-Петербург, Дунайский пр-т, 43к1",Дунайская,15,3,65.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_654m_59et._2493235958,5,9,152307.0
,,21-июля-в-09:27,8700000,"Санкт-Петербург, Русановская ул., 16к1",Обухово,31,2,57.0,нет,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_1221et._2426057550,12,21,152631.0
,,21-июля-в-09:16,8500000,"Санкт-Петербург, ул. Есенина, 15к1",Проспект Просвещения,15,3,60.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_604m_19et._2457959338,1,9,141666.0
,,21-июля-в-08:49,6550000,"Санкт-Петербург, Пискарёвский пр-т, 56к3",Академическая,31,2,45.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2480810631,2,5,145555.0
,,21-июля-в-08:12,8230000,"Санкт-Петербург, Малая Балканская ул., 40к1",Купчино,30,2,52.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_522m_19et._2393441180,1,9,158269.0
,,21-июля-в-08:12,7490000,"Санкт-Петербург, Костромской пр-т, 56",Удельная,15,2,42.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_422m_35et._2392862458,3,5,178333.0
,,21-июля-в-07:58,7400000,"Санкт-Петербург, Будапештская ул., 56",Проспект Славы,15,2,44.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_35et._2169049948,3,5,168181.0
,,21-июля-в-06:48,8000000,"Санкт-Петербург, Камышовая ул., 28к1",Комендантский проспект,30,2,57.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_69et._2452298453,6,9,140350.0
,,21-июля-в-06:45,5990000,"Санкт-Петербург, Дачный пр-т, 27к2",Проспект Ветеранов,10,2,43.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_435m_45et._2423921957,4,5,139302.0
,,21-июля-в-02:47,8800000,"Санкт-Петербург, пос. Парголово, ул. Николая Рубцова, 13",Парнас,20,2,53.0,нет,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_538m_1028et._2426595785,10,28,166037.0
,,21-июля-в-02:24,9000000,"Санкт-Петербург, пр-т Художников, 5к1",Озерки,20,3,58.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_19et._1858340169,1,9,155172.0
,,21-июля-в-02:23,7900000,"Санкт-Петербург, Шлиссельбургский пр-т, 20к2",Рыбацкое,15,2,50.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506m_19et._2456341035,1,9,158000.0
,,21-июля-в-02:05,6800000,"Санкт-Петербург, ул. Турку, 8к2",Международная,10,3,41.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_417m_35et._2347588827,3,5,165853.0
,,21-июля-в-01:37,7500000,"Санкт-Петербург, Народная ул., 83",Ломоносовская,31,2,45.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_35et._2415740406,3,5,166666.0
,,21-июля-в-00:47,7500000,"Санкт-Петербург, Замшина ул., 56",Площадь Мужества,31,2,53.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_45et._2464124582,4,5,141509.0
,,21-июля-в-00:43,7350000,"Санкт-Петербург, Омская ул., 24",Пионерская,20,2,41.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_25et._2475219958,2,5,179268.0
,,21-июля-в-00:35,9600000,"Санкт-Петербург, пр-т КИМа, 4Б",Приморская,10,2,46.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_79et._2456358318,7,9,208695.0
,,21-июля-в-00:34,8900000,"Санкт-Петербург, ул. Вадима Шефнера, 14к1",Приморская,30,2,38.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_383m_519et._2465971728,5,19,234210.0
,,21-июля-в-00:16,9150000,"Санкт-Петербург, аллея Котельникова, 6к1",Пионерская,20,3,59.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_598m_19et._2477259617,1,9,155084.0
,,21-июля-в-00:00,8500000,"Санкт-Петербург, пр-т Просвещения, 84к3",Гражданский проспект,10,3,62.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_62m_19et._2423802026,1,9,137096.0
,,20-июля-в-23:39,8000000,"Санкт-Петербург, Будапештская ул., 19к3",Международная,15,3,56.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_45et._2382183202,4,5,142857.0
,,20-июля-в-23:27,9900000,"Санкт-Петербург, Будапештская ул., 87к2",Дунайская,15,2,53.0,лоджия,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_533m_419et._2444809628,4,19,186792.0
,,20-июля-в-23:21,8000000,"Санкт-Петербург, пр-т Юрия Гагарина, 26к6",Московская,30,2,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448m_25et._2480738439,2,5,181818.0
