,id,rating,time,price,sqmeter_price,address,subway,rooms,minutes_to_subway,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,shown
328,329,170.5415486564519,22-июля-в-03:51,9000000,195652,"Санкт-Петербург, ул. Солдата Корзуна, 50",Проспект Ветеранов,2,30,46.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_469m_59et._2339354732,5,9,
329,330,143.92097325162834,22-июля-в-02:51,7500000,163043,"Санкт-Петербург, Купчинская ул., 9к1",Купчино,2,30,46.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_461m_79et._2490521793,7,9,
330,331,150.82469643783227,22-июля-в-02:50,9100000,202222,"Санкт-Петербург, Индустриальный пр-т, 15",Ладожская,2,31,45.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451m_1112et._2473903964,11,12,
331,332,124.83069648479808,22-июля-в-01:08,6900000,156818,"Санкт-Петербург, пр-т Культуры, 15к2",Гражданский проспект,2,31,44.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442m_15et._2490151862,1,5,
332,333,228.19105908194027,22-июля-в-00:22,8000000,186046,"Санкт-Петербург, пр-т Стачек, 85к1",Автово,2,15,43.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_439m_29et._2489726704,2,9,
333,334,199.38000457325927,21-июля-в-23:52,8150000,163000,"Санкт-Петербург, Будапештская ул., 106к2",Дунайская,2,15,50.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503m_29et._2481207392,2,9,
334,335,153.7844862093124,21-июля-в-22:58,8300000,188636,"Санкт-Петербург, ул. Беринга, 8",Приморская,2,30,44.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_15et._2434374629,1,5,
335,336,185.74063161820322,21-июля-в-22:43,8950000,144354,"Санкт-Петербург, ул. Генерала Симоняка, 8к1",Проспект Ветеранов,3,31,62.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_628m_49et._2508809999,4,9,
336,337,175.67716043592026,21-июля-в-22:39,9300000,169090,"Санкт-Петербург, Среднеохтинский пр-т, 5",Новочеркасская,3,30,55.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_556m_45et._2451363468,4,5,
337,338,165.2267823570767,21-июля-в-22:36,7200000,141176,"Санкт-Петербург, Товарищеский пр-т, 4",Проспект Большевиков,3,15,51.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_514m_19et._2428698120,1,9,
338,339,182.10764196303847,21-июля-в-22:21,7300000,162222,"Санкт-Петербург, ул. Коллонтай, 21к4",Проспект Большевиков,2,10,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_49et._2455527732,4,9,
339,340,200.31016534222178,21-июля-в-22:18,8850000,188297,"Санкт-Петербург, ул. Ивана Фомина, 7к1",Проспект Просвещения,2,15,47.0,нет,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_471m_29et._2490072814,2,9,
340,341,232.95393015164106,21-июля-в-22:17,8600000,191111,"Санкт-Петербург, ул. Софьи Ковалевской, 3к3",Академическая,2,15,45.0,балкон,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2338847029,3,5,
341,342,185.32370769920803,21-июля-в-22:13,6500000,141304,"Санкт-Петербург, Полюстровский пр-т, 23",Площадь Ленина,2,31,46.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_35et._2374684194,3,5,
342,343,173.98129318034523,21-июля-в-22:06,6850000,155681,"Санкт-Петербург, пр-т Маршала Блюхера, 38к2",Академическая,2,31,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_25et._2431347983,2,5,
