,id,rating,time,price,sqmeter_price,address,subway,rooms,minutes_to_subway,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,shown
267,268,209.0401324579002,22-июля-в-12:46,9500000,163793,"Санкт-Петербург, пр-т Энгельса, 151к2",Проспект Просвещения,3,15,58.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_29et._2462870139,2,9,
268,269,214.482940679965,22-июля-в-12:42,8600000,182978,"Санкт-Петербург, Краснопутиловская ул., 121",Московская,2,10,47.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_478m_29et._2410887356,2,9,
269,270,108.08756334125667,22-июля-в-12:41,9505000,182788,"Санкт-Петербург, Суздальское ш., 24к2",Проспект Просвещения,2,31,52.0,лоджия,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_1525et._904558848,15,25,
270,271,217.37838661105675,22-июля-в-12:39,8900000,148333,"Санкт-Петербург, ул. Сикейроса, 7к1",Озерки,3,10,60.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_605m_79et._2424726483,7,9,
271,272,143.5624971198502,22-июля-в-12:26,9300000,182352,"Санкт-Петербург, пос. Парголово, ул. Николая Рубцова, 3",Парнас,2,20,51.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1726et._2444854297,17,26,
272,273,193.84355285853684,22-июля-в-12:22,6500000,144444,"Санкт-Петербург, ул. Карпинского, 36к3",Академическая,2,30,45.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2460017022,2,5,
273,274,191.87052581969917,22-июля-в-12:16,7000000,170731,"Санкт-Петербург, ул. Дудко, 31",Елизаровская,2,20,41.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_41m_13et._2390233652,1,3,
274,275,147.93897007050504,22-июля-в-12:16,8900000,150847,"Санкт-Петербург, Русановская ул., 18к1",Обухово,2,31,59.0,лоджия,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_593m_2224et._2390705590,22,24,
275,276,185.7498347127889,22-июля-в-12:11,9500000,172727,"Санкт-Петербург, Витебский пр-т, 21к4",Парк Победы,3,30,55.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_555m_45et._2326570381,4,5,
276,277,163.42170898640939,22-июля-в-12:08,7700000,157142,"Санкт-Петербург, Русановская ул., 19к4",Обухово,2,31,49.0,лоджия,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_923et._2321506323,9,23,
277,278,199.57526023405137,22-июля-в-12:01,9200000,200000,"Санкт-Петербург, ул. Вавиловых, 4к2",Академическая,2,15,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_39et._2429780219,3,9,
278,279,219.59681793559386,22-июля-в-11:51,9000000,155172,"Санкт-Петербург, аллея Поликарпова, 5",Пионерская,3,15,58.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_586m_49et._2473039843,4,9,
279,280,143.5624971198502,22-июля-в-12:26,9300000,182352,"Санкт-Петербург, пос. Парголово, ул. Николая Рубцова, 3",Парнас,2,20,51.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1726et._2444854297,17,26,
280,281,193.84355285853684,22-июля-в-12:22,6500000,144444,"Санкт-Петербург, ул. Карпинского, 36к3",Академическая,2,30,45.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2460017022,2,5,
281,282,191.87052581969917,22-июля-в-12:16,7000000,170731,"Санкт-Петербург, ул. Дудко, 31",Елизаровская,2,20,41.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_41m_13et._2390233652,1,3,
282,283,185.7498347127889,22-июля-в-12:11,9500000,172727,"Санкт-Петербург, Витебский пр-т, 21к4",Парк Победы,3,30,55.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_555m_45et._2326570381,4,5,
283,284,163.42170898640939,22-июля-в-12:08,7700000,157142,"Санкт-Петербург, Русановская ул., 19к4",Обухово,2,31,49.0,лоджия,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_923et._2321506323,9,23,
284,285,147.26626996270076,22-июля-в-12:08,8000000,153846,"Санкт-Петербург, Сиреневый б-р, 22/26",Проспект Просвещения,2,30,52.0,балкон,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_79et._2417685715,7,9,
285,286,199.57526023405137,22-июля-в-12:01,9200000,200000,"Санкт-Петербург, ул. Вавиловых, 4к2",Академическая,2,15,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_39et._2429780219,3,9,
286,287,219.59681793559386,22-июля-в-11:51,9000000,155172,"Санкт-Петербург, аллея Поликарпова, 5",Пионерская,3,15,58.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_586m_49et._2473039843,4,9,
287,288,135.54678282870657,22-июля-в-11:41,9159700,129009,"Санкт-Петербург, Витебский пр-т, 108",Купчино,3,5,71.0,балкон,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_71m_14et._2480847197,1,4,
288,289,153.2424252140239,22-июля-в-11:40,5382000,131268,"Санкт-Петербург, пр-т Большевиков, 34к2",Улица Дыбенко,2,30,41.0,нет,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_41m_1524et._2448964176,15,24,
289,290,180.02330996045038,22-июля-в-11:40,6210000,115000,"Санкт-Петербург, Тепловозная ул., 31",Рыбацкое,2,5,54.0,лоджия,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_517et._2449442215,5,17,
290,291,214.4439918857592,22-июля-в-11:40,5871005,163083,"Санкт-Петербург, Витебский пр-т, 108",Купчино,2,5,36.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_36m_512et._2481218454,5,12,
291,292,165.83834102970934,22-июля-в-11:39,9000000,150000,"Санкт-Петербург, Сиреневый б-р, 22/26",Проспект Просвещения,3,30,60.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_79et._2480699187,7,9,
292,293,154.53183430876265,22-июля-в-11:35,9400000,156666,"Санкт-Петербург, Ленская ул., 16к3Б",Проспект Большевиков,3,31,60.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_79et._2458519694,7,9,
293,294,197.68365083369375,22-июля-в-11:35,8300000,143103,"Санкт-Петербург, Северный пр-т, 12к1",Озерки,3,15,58.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_588m_69et._2317830864,6,9,
294,295,127.68086176308591,22-июля-в-11:29,7800000,134482,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Валдайская ул., 6к2",Купчино,2,31,58.0,"балкон, лоджия",косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_582m_1825et._2362987122,18,25,
295,296,159.414352113512,22-июля-в-11:27,7990000,170000,"Санкт-Петербург, Дачный пр-т, 8к1",Проспект Ветеранов,2,10,47.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_89et._2464716556,8,9,
296,297,152.20447139078834,22-июля-в-11:27,7950000,152884,"Санкт-Петербург, ул. Маршала Захарова, 30к1В",Проспект Ветеранов,2,31,52.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_316et._2464448612,3,16,
297,298,170.1477943929763,22-июля-в-11:27,10000000,175438,"Санкт-Петербург, Подольская ул., 39",Технологический ин-т I,2,10,57.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_15et._2368764583,1,5,
298,299,166.2983627745515,22-июля-в-11:25,9000000,195652,"Санкт-Петербург, ул. Академика Байкова, 11к3",Политехническая,2,30,46.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_69et._2495018214,6,9,
299,300,210.28479682383863,22-июля-в-11:15,7240000,164545,"Санкт-Петербург, ул. Турку, 23к2",Проспект Славы,2,15,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_35et._2437502809,3,5,
300,301,153.88489399729966,22-июля-в-11:15,7800000,156000,"Санкт-Петербург, Кондратьевский пр-т, 89",Площадь Мужества,2,31,50.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_79et._2449493864,7,9,
301,302,180.14742929329998,22-июля-в-11:15,7950000,209210,"Санкт-Петербург, Пулковская ул., 17",Звёздная,2,5,38.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_38m_59et._2449831713,5,9,
302,303,188.48987785120624,22-июля-в-10:44,6200000,137777,"Санкт-Петербург, Тимуровская ул., 20",Гражданский проспект,2,30,45.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2461582228,3,5,
303,304,174.71799318573014,22-июля-в-11:32,8000000,173913,"Санкт-Петербург, пр-т Ветеранов, 3к2",Проспект Ветеранов,2,10,46.0,нет,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_462m_69et._2391895345,6,9,
304,305,127.68086176308591,22-июля-в-11:29,7800000,134482,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Валдайская ул., 6к2",Купчино,2,31,58.0,"балкон, лоджия",косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_582m_1825et._2362987122,18,25,
305,306,159.414352113512,22-июля-в-11:27,7990000,170000,"Санкт-Петербург, Дачный пр-т, 8к1",Проспект Ветеранов,2,10,47.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_89et._2464716556,8,9,
306,307,170.1477943929763,22-июля-в-11:27,10000000,175438,"Санкт-Петербург, Подольская ул., 39",Технологический ин-т I,2,10,57.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_15et._2368764583,1,5,
307,308,210.28479682383863,22-июля-в-11:15,7240000,164545,"Санкт-Петербург, ул. Турку, 23к2",Проспект Славы,2,15,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_35et._2437502809,3,5,
308,309,153.88489399729966,22-июля-в-11:15,7800000,156000,"Санкт-Петербург, Кондратьевский пр-т, 89",Площадь Мужества,2,31,50.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_79et._2449493864,7,9,
